"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.8025,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.17416666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.09166666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.7491666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2012","2012","PC","Percentage","0","Units",,,22.4975,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2013","2013","PC","Percentage","0","Units",,,10.0541666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.92916666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2015","2015","PC","Percentage","0","Units",,,9.66636363636364,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2016","2016","PC","Percentage","0","Units",,,8.36,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.97833333333333,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.185,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.58583333333333,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.27166666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.884166666666667,,
"GRC","Greece","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.48666666666667,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2000","2000","PC","Percentage","0","Units",,,8.55,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2001","2001","PC","Percentage","0","Units",,,7.945,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2002","2002","PC","Percentage","0","Units",,,7.08583333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2003","2003","PC","Percentage","0","Units",,,6.77333333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.29166666666666,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.59833333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.11583333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.74416666666667,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.23833333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2009","2009","PC","Percentage","0","Units",,,9.12333333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2010","2010","PC","Percentage","0","Units",,,7.28166666666667,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.63540873,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.89083333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.92333333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.80916666666667,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.4325,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.14333333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.9625,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.05833333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.465,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.225,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.06083333333333,,
"HUN","Hungary","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2022","2022","PC","Percentage","0","Units",,,7.57083333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1992","1992","PC","Percentage","0","Units",,,7.44166666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.6,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1994","1994","PC","Percentage","0","Units",,,5.00833333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1995","1995","PC","Percentage","0","Units",,,5.65,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1996","1996","PC","Percentage","0","Units",,,5.625,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.5,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.70666666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.285,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.30333333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.26083333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.23183333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.40614166666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.825,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.70416666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.381775,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.96211657,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.300186665,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.29942858583333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.49333333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.94666666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.27666666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.55166666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.20166666666667,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.66083333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.77583333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.21583333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.8425,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.08583333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.340833333333333,,
"ISL","Iceland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.778333333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1971","1971","PC","Percentage","0","Units",,,9.3866342312626,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1972","1972","PC","Percentage","0","Units",,,9.21729210188748,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1973","1973","PC","Percentage","0","Units",,,10.8895456294667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1974","1974","PC","Percentage","0","Units",,,14.854691588785,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1975","1975","PC","Percentage","0","Units",,,14.1917171522815,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1976","1976","PC","Percentage","0","Units",,,14.84791790361,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1977","1977","PC","Percentage","0","Units",,,13.0935334432839,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1978","1978","PC","Percentage","0","Units",,,13.0401906725307,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1979","1979","PC","Percentage","0","Units",,,15.3068350742166,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1980","1980","PC","Percentage","0","Units",,,15.5989502473887,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1981","1981","PC","Percentage","0","Units",,,17.5446913139087,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1982","1982","PC","Percentage","0","Units",,,17.3313202308961,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1983","1983","PC","Percentage","0","Units",,,14.1273671431189,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1984","1984","PC","Percentage","0","Units",,,14.8470711929632,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1985","1985","PC","Percentage","0","Units",,,12.9851544804838,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1986","1986","PC","Percentage","0","Units",,,11.4026522814733,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1987","1987","PC","Percentage","0","Units",,,11.4399075499359,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1988","1988","PC","Percentage","0","Units",,,9.51110069635331,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1989","1989","PC","Percentage","0","Units",,,9.3172039582188,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1990","1990","PC","Percentage","0","Units",,,10.4390955653289,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1991","1991","PC","Percentage","0","Units",,,9.52464806670332,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1992","1992","PC","Percentage","0","Units",,,9.4662250320689,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1993","1993","PC","Percentage","0","Units",,,7.70083333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1994","1994","PC","Percentage","0","Units",,,7.92083333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1995","1995","PC","Percentage","0","Units",,,8.255,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1996","1996","PC","Percentage","0","Units",,,7.28916666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1997","1997","PC","Percentage","0","Units",,,6.29333333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.79666666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.71083333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.5125,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.01166666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.01,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.1325,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.07666666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.32916666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.765,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.30583333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.52583333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.225,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.73916666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.60166666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.17166666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.79,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.3675,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.1825,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.735833333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.801666666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.951333333333334,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.3322,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.0604666666666667,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.0631583333333333,,
"IRL","Ireland","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2022","2022","PC","Percentage","0","Units",,,1.74561666666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1992","1992","PC","Percentage","0","Units",,,13.2663033333333,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1993","1993","PC","Percentage","0","Units",,,11.1873491666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1994","1994","PC","Percentage","0","Units",,,10.519295,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1995","1995","PC","Percentage","0","Units",,,12.2063658333333,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1996","1996","PC","Percentage","0","Units",,,9.40123583333333,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1997","1997","PC","Percentage","0","Units",,,6.86085916666666,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.88230666666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.72775166666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.57517916666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.18878666666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.03455583333333,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.24819083333333,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.258675,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.5554275,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.04630166666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.48725916666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.68125916666667,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.3112125,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.03587,,
"ITA","Italy","IRLTLT01","Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)","ST","Level, rate or national currency","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.4227525,,
